Property type,Subtype,Price,Age,Living area,Bedrooms,Bathrooms,Terrace Area,EPC score,Land surface,Taxes,Population Density,Facades,Building state,Region,Latitude,Longitude,Income
1,2,280000.0,53.0,123.0,4,1.0,14.0,5.0,652,457993972.2,649,4.0,0.0,3,50.47887385,4.891664450549,1913775828.0
1,2,450000.0,37.0,236.0,3,1.0,15.0,3.0,1080,55255256.91,1197,3.0,1.0,3,50.6028765,5.6811009,265550646.1
1,2,385000.0,89.0,207.0,3,1.0,15.0,5.0,1996,97426434.65,605,3.0,0.0,2,51.1364316,4.6922875770195,417070112.4
1,2,535000.0,70.0,164.0,3,1.0,15.0,3.0,632,1096990579.0,1709,3.0,1.0,2,51.09349535,3.7034612746567,4532573422.0
1,2,569000.0,22.0,225.0,4,1.0,40.0,2.0,1201,59823752.48,546,3.0,1.0,2,50.8220387,4.1119573,232696583.1
1,2,379000.0,68.0,105.0,2,1.0,15.0,2.0,6590,27605310.46,182,4.0,1.0,2,50.94677135,5.0136688435307,117288354.6
1,2,429900.0,39.0,200.0,6,3.0,0.0,2.0,170,1732023153.0,2666,2.0,2.0,2,51.2115284,4.4695254092764,7913652026.0
0,1,230000.0,49.0,91.0,2,1.0,12.0,2.0,0,1732023153.0,2666,4.0,1.0,2,51.1757824,4.3511502171395,7913652026.0
0,1,309940.0,3.0,120.0,2,0.0,8.0,2.5,0,84481153.01,272,2.0,1.0,2,51.2407915,4.967812,355709830.1
0,1,332200.0,3.0,122.0,2,0.0,8.0,2.5,0,84481153.01,272,2.0,1.0,2,51.2407915,4.967812,355709830.1
1,4,765000.0,32.0,534.0,7,3.0,15.0,2.0,1832,55090825.05,997,4.0,1.0,2,51.3129153,4.8878026,224815460.7
1,4,760000.0,62.0,470.0,5,1.0,0.0,3.0,4881,119377035.6,602,4.0,1.0,2,51.1855514,4.83464460985,519220277.6
1,4,1850000.0,17.0,884.0,6,5.0,0.0,2.0,1210,43152967.78,243,4.0,2.0,2,51.3202315,5.0864557,219211290.1
1,2,480000.0,59.0,353.0,4,2.0,0.0,5.0,2674,55631790.73,379,4.0,1.0,2,51.3178319,4.9817086,262528010.7
1,2,399000.0,66.0,220.0,4,1.0,0.0,3.0,1648,55631790.73,379,4.0,1.0,2,51.3178319,4.9817086,262528010.7
1,4,695000.0,55.0,422.0,4,4.0,15.0,1.0,1324,155464332.8,834,4.0,2.0,2,51.3233812,4.948461,735192914.1
1,4,785000.0,36.0,363.0,4,1.0,15.0,2.0,1628,41472115.42,163,4.0,2.0,2,51.41206885,5.0182445420616,245223600.2
1,4,1950000.0,13.0,1000.0,0,0.0,0.0,2.5,10141,155464332.8,834,4.0,1.0,2,51.3233812,4.948461,735192914.1
1,2,289000.0,73.0,212.0,4,2.0,55.0,3.0,610,86745900.95,636,2.0,0.0,2,50.878059,4.0059338596505,361899957.3
0,0,360000.0,11.0,122.0,1,1.0,5.0,2.0,0,155464332.8,834,2.0,2.0,2,51.3233812,4.948461,735192914.1
0,1,435000.0,3.0,126.0,3,1.0,16.0,2.5,0,155464332.8,834,2.0,2.0,2,51.3233812,4.948461,735192914.1
0,0,295000.0,14.0,93.0,1,0.0,3.0,2.0,0,155464332.8,834,2.0,1.0,2,51.3233812,4.948461,735192914.1
0,2,419995.0,3.0,154.0,2,0.0,19.0,2.5,0,155464332.8,834,2.0,1.0,2,51.3233812,4.948461,735192914.1
0,0,288000.0,14.0,76.0,1,1.0,15.0,1.0,0,155464332.8,834,2.0,1.0,2,51.3233812,4.948461,735192914.1
0,0,255000.0,14.0,85.0,1,0.0,0.0,1.0,0,155464332.8,834,2.0,1.0,2,51.3233812,4.948461,735192914.1
0,0,243000.0,14.0,76.0,1,0.0,10.0,1.0,0,155464332.8,834,2.0,1.0,2,51.3233812,4.948461,735192914.1
0,0,255000.0,14.0,93.0,1,0.0,0.0,1.0,0,155464332.8,834,2.0,1.0,2,51.3233812,4.948461,735192914.1
0,0,285000.0,14.0,90.0,1,0.0,10.0,1.0,0,155464332.8,834,2.0,1.0,2,51.3233812,4.948461,735192914.1
0,0,290000.0,14.0,90.0,1,0.0,10.0,1.0,0,155464332.8,834,2.0,1.0,2,51.3233812,4.948461,735192914.1
0,0,360000.0,14.0,135.0,2,0.0,9.0,1.0,0,155464332.8,834,2.0,1.0,2,51.3233812,4.948461,735192914.1
1,2,335000.0,149.0,95.0,4,1.0,15.0,2.0,69,1096990579.0,1709,2.0,1.0,2,51.0447236,3.7588813,4532573422.0
0,1,279000.0,39.0,110.0,2,1.0,20.0,3.0,0,130084207.8,3416,2.0,1.0,2,51.1741789,4.4593335,510455304.8
0,1,615000.0,94.0,132.0,2,1.0,0.0,3.0,0,339227504.3,13925,2.0,2.0,1,50.8222854,4.3815707,1302755059.0
0,1,799000.0,9.0,146.0,2,2.0,48.0,1.0,0,102610957.3,716,2.0,2.0,2,51.0556204,3.7978887,391510300.6
1,2,185000.0,49.0,97.0,2,1.0,15.0,5.0,140,109578595.7,728,2.0,1.0,2,50.9809343,3.8735741,465488458.9
1,2,220000.0,94.0,269.0,5,2.0,15.0,3.0,260,54735667.55,114,3.0,1.0,2,51.05367055,2.873227743412,269422135.6
1,2,279000.0,57.0,180.0,4,2.0,15.0,3.0,984,85273670.73,322,2.0,0.0,2,51.171804,5.1937730761009,391886114.2
1,2,439000.0,26.0,265.0,3,1.0,15.0,2.0,1840,85273670.73,322,4.0,2.0,2,51.171804,5.1937730761009,391886114.2
1,2,445000.0,29.0,176.0,3,1.0,15.0,2.0,616,34201698.87,360,4.0,1.0,2,51.1840421,5.1155267,164153741.4
1,2,420000.0,39.0,246.0,7,1.0,15.0,2.0,583,27262405.27,225,3.0,1.0,2,50.7903918,3.5082669,119492827.8
1,2,549000.0,49.0,219.0,2,1.0,0.0,3.0,1008,118259556.8,911,4.0,0.0,2,51.134377,4.4456359,449618719.2
1,2,569000.0,18.0,259.0,3,1.0,15.0,2.0,601,110382382.5,341,4.0,2.0,2,51.2305657,5.3076895,573967464.5
0,1,99000.0,109.0,53.0,1,1.0,35.0,5.0,0,588839895.0,2852,2.0,1.0,3,50.6412964,5.6111443,2804560594.0
0,1,119000.0,109.0,55.0,2,1.0,35.0,3.0,0,588839895.0,2852,2.0,1.0,3,50.6412964,5.6111443,2804560594.0
0,1,252950.0,0.0,49.0,0,0.0,6.0,2.5,0,1732023153.0,2666,2.0,1.0,2,51.2211097,4.3997081,7913652026.0
1,2,225000.0,49.0,176.0,2,1.0,23.0,3.0,274,42713105.12,108,3.0,1.0,3,50.712579,3.5666,197671668.9
1,2,375000.0,58.0,315.0,5,2.0,15.0,2.0,580,372481433.6,1157,3.0,0.0,2,50.9429755,4.0396424203486,1573573009.0
1,2,425000.0,64.0,207.0,3,1.0,0.0,5.0,632,85788927.43,331,3.0,0.0,2,51.3832723,4.4763255,359653537.7
0,1,329000.0,74.0,82.0,2,1.0,0.0,2.0,0,79147629.98,368,3.0,2.0,2,50.8051035,4.6458289787229,272600779.2
0,1,299000.0,21.0,95.0,1,1.0,15.0,2.5,0,198330518.3,997,2.0,1.0,2,51.2930933,4.489307,806119012.5
0,1,375000.0,42.0,119.0,3,1.0,10.0,2.0,0,152946289.9,1323,2.0,1.0,2,50.8662434,4.4359939711919,598633861.9
1,4,250000.0,174.0,358.0,7,2.0,57.0,5.0,380,26788203.1,49,4.0,0.0,3,50.069276,4.238617,140649038.5
0,1,375000.0,74.0,96.0,3,1.0,0.0,2.0,0,79147629.98,368,3.0,2.0,2,50.8051035,4.6458289787229,272600779.2
1,2,300000.0,39.0,126.0,4,2.0,15.0,2.0,93,588839895.0,2852,3.0,2.0,3,50.6111024,5.619261,2804560594.0
0,0,345000.0,14.0,116.0,1,0.0,10.0,1.0,0,155464332.8,834,2.0,1.0,2,51.3233812,4.948461,735192914.1
0,0,560000.0,14.0,140.0,2,0.0,26.0,2.5,0,155464332.8,834,2.0,1.0,2,51.3233812,4.948461,735192914.1
0,0,243000.0,14.0,77.0,1,0.0,10.0,1.0,0,155464332.8,834,2.0,1.0,2,51.3233812,4.948461,735192914.1
0,0,255000.0,14.0,86.0,1,0.0,0.0,1.0,0,155464332.8,834,2.0,1.0,2,51.3233812,4.948461,735192914.1
0,0,395000.0,14.0,135.0,2,0.0,9.0,1.0,0,155464332.8,834,2.0,1.0,2,51.3233812,4.948461,735192914.1
0,0,499000.0,14.0,153.0,2,0.0,78.0,1.0,0,155464332.8,834,2.0,1.0,2,51.3233812,4.948461,735192914.1
0,0,499000.0,14.0,143.0,2,0.0,100.0,1.0,0,155464332.8,834,2.0,1.0,2,51.3233812,4.948461,735192914.1
0,0,399000.0,14.0,120.0,2,0.0,5.0,1.0,0,155464332.8,834,2.0,1.0,2,51.3233812,4.948461,735192914.1
0,0,382688.0,14.0,147.0,2,1.0,13.0,2.5,0,155464332.8,834,2.0,1.0,2,51.3233812,4.948461,735192914.1
0,0,209000.0,14.0,63.0,1,0.0,0.0,2.0,0,155464332.8,834,2.0,2.0,2,51.3233812,4.948461,735192914.1
1,4,1200000.0,27.0,303.0,4,1.0,0.0,2.0,720,1732023153.0,2666,3.0,1.0,2,51.1638451,4.3876309610455,7913652026.0
1,4,1675000.0,17.0,555.0,4,3.0,0.0,2.0,2673,134420695.0,335,4.0,1.0,2,51.3347679,4.5972381789962,557776664.8
0,0,750000.0,14.0,143.0,2,2.0,100.0,2.0,0,155464332.8,834,2.0,2.0,2,51.3233812,4.948461,735192914.1
1,4,1595000.0,45.0,681.0,6,3.0,0.0,2.0,5233,121192793.3,563,4.0,1.0,2,51.2624856,4.5556038,467064258.9
1,2,995000.0,29.0,212.0,4,0.0,15.0,2.0,0,168145042.6,1174,4.0,2.0,2,51.2516344,4.4980446,685204898.5
0,2,1690000.0,124.0,261.0,1,1.0,18.0,2.0,0,44903717.45,1342,2.0,1.0,2,51.2270761,4.5225318,186109200.6
1,2,1175000.0,134.0,212.0,2,3.0,15.0,2.0,565,1732023153.0,2666,4.0,1.0,2,51.24994295,4.4453401635115,7913652026.0
1,4,549000.0,115.0,225.0,3,1.0,0.0,3.0,252,44903717.45,1342,4.0,1.0,2,51.2270761,4.5225318,186109200.6
1,4,1395000.0,14.0,646.0,4,3.0,0.0,1.0,4505,168145042.6,1174,4.0,1.0,2,51.2516344,4.4980446,685204898.5
0,1,545000.0,0.0,99.0,2,1.0,50.0,2.5,0,121192793.3,563,2.0,1.0,2,51.2624856,4.5556038,467064258.9
0,1,319000.0,26.0,91.0,2,1.0,0.0,2.0,0,121192793.3,563,2.0,1.0,2,51.2624856,4.5556038,467064258.9
0,1,358000.0,26.0,103.0,2,1.0,3.0,3.0,0,121192793.3,563,2.0,1.0,2,51.2624856,4.5556038,467064258.9
0,1,319000.0,26.0,87.0,2,1.0,0.0,3.0,0,121192793.3,563,2.0,1.0,2,51.2624856,4.5556038,467064258.9
0,1,1446000.0,22.0,99.0,0,0.0,0.0,2.0,0,121192793.3,563,2.0,1.0,2,51.2624856,4.5556038,467064258.9
0,1,358000.0,26.0,103.0,1,1.0,0.0,3.0,0,121192793.3,563,2.0,1.0,2,51.2624856,4.5556038,467064258.9
1,4,545000.0,48.0,939.0,3,2.0,0.0,3.0,7359,61859917.42,335,4.0,0.0,2,51.2011609,4.6975445276147,253342105.3
1,4,1099000.0,30.0,285.0,6,2.0,0.0,2.0,8347,134420695.0,335,4.0,1.0,2,51.3347679,4.5972381789962,557776664.8
1,4,835000.0,36.0,347.0,5,2.0,0.0,2.0,1933,113347507.5,583,4.0,1.0,2,51.2428446,4.6455565344486,452642956.9
1,2,380000.0,106.0,182.0,4,1.0,20.0,3.0,97,1096990579.0,1709,2.0,1.0,2,51.0397129,3.7141549000597,4532573422.0
1,2,380000.0,106.0,182.0,4,1.0,20.0,3.0,97,1096990579.0,1709,2.0,1.0,2,51.0447236,3.7588813,4532573422.0
1,2,795000.0,29.0,535.0,6,3.0,15.0,3.0,478,375498087.8,1358,2.0,1.0,2,51.02803335,4.471321199996,1536825130.0
1,2,200000.0,149.0,143.0,4,1.0,62.0,3.0,247,160155011.6,1823,2.0,1.0,3,50.5742979,5.5355698,869075770.5
0,1,258000.0,39.0,84.0,2,0.0,15.0,1.0,0,534224868.1,850,2.0,1.0,2,51.18830895,3.1750054151928,2260481804.0
0,1,209000.0,59.0,88.0,2,1.0,8.0,2.0,0,1732023153.0,2666,2.0,1.0,2,51.21029905,4.4403895064496,7913652026.0
0,1,295000.0,59.0,108.0,3,1.0,17.0,2.0,0,412216167.7,3795,3.0,0.0,1,50.8018201,4.3372348,1561760306.0
0,1,345000.0,54.0,100.0,2,1.0,15.0,5.0,0,412216167.7,3795,2.0,0.0,1,50.8018201,4.3372348,1561760306.0
0,1,115000.0,56.0,70.0,2,1.0,4.0,3.0,0,101058143.1,1747,3.0,0.0,3,50.6701887,5.6403906,550791515.4
0,1,145000.0,68.0,59.0,1,1.0,0.0,2.0,0,1732023153.0,2666,2.0,1.0,2,51.21029905,4.4403895064496,7913652026.0
1,2,175000.0,106.0,91.0,2,1.0,15.0,5.0,107,119377035.6,602,2.0,0.0,2,51.1855514,4.83464460985,519220277.6
0,1,189000.0,86.0,58.0,2,2.0,15.0,5.0,0,234165333.2,7066,2.0,1.0,1,50.8381411,4.3123401,1320651547.0
0,1,189000.0,51.0,101.0,3,1.0,15.0,2.0,0,1732023153.0,2666,3.0,0.0,2,51.21029905,4.4403895064496,7913652026.0
0,1,195000.0,56.0,98.0,2,1.0,9.0,2.0,0,1732023153.0,2666,2.0,1.0,2,51.21029905,4.4403895064496,7913652026.0
0,1,199000.0,49.0,54.0,1,1.0,0.0,2.0,0,1732023153.0,2666,2.0,1.0,2,51.2211097,4.3997081,7913652026.0
1,2,195000.0,49.0,141.0,3,1.0,15.0,5.0,148,79628841.13,300,3.0,0.0,2,50.9972412,3.4139884196625,356294757.1
1,2,235000.0,15.0,140.0,3,1.0,0.0,2.0,93,295066500.3,972,2.0,1.0,2,51.1933908,4.1780279,1300778697.0
0,1,243000.0,49.0,45.0,1,1.0,15.0,3.0,0,1096990579.0,1709,2.0,0.0,2,51.0397129,3.7141549000597,4532573422.0
1,2,249000.0,56.0,167.0,3,1.0,0.0,5.0,258,295066500.3,972,3.0,0.0,2,51.1933908,4.1780279,1300778697.0
0,1,275000.0,50.0,66.0,1,1.0,0.0,2.0,0,1732023153.0,2666,2.0,1.0,2,51.2211097,4.3997081,7913652026.0
1,2,289000.0,74.0,152.0,3,1.0,15.0,3.0,194,57113279.15,1397,2.0,0.0,2,51.1486117,4.477387,200648504.0
0,1,249000.0,15.0,93.0,2,1.0,40.0,2.0,0,40787812.13,285,2.0,1.0,2,51.1317433,5.0772388,183456521.1
0,1,299000.0,12.0,110.0,2,1.0,12.0,1.0,0,1732023153.0,2666,2.0,2.0,2,51.2211097,4.3997081,7913652026.0
0,1,299000.0,12.0,103.0,2,1.0,15.0,1.0,0,119377035.6,602,3.0,2.0,2,51.1855514,4.83464460985,519220277.6
1,4,1195000.0,41.0,419.0,4,4.0,0.0,3.0,2066,168145042.6,1174,4.0,1.0,2,51.2516344,4.4980446,685204898.5
0,1,545000.0,1.0,132.0,2,1.0,15.0,1.0,0,58023997.85,1029,2.0,1.0,2,51.2031044,4.5238022,244688391.3
0,1,300000.0,104.0,91.0,2,1.0,0.0,2.0,0,449947939.5,5949,2.0,1.0,1,50.8465573,4.351697,2131778502.0
1,4,1750000.0,30.0,479.0,5,3.0,0.0,2.0,5038,168145042.6,1174,4.0,1.0,2,51.2516344,4.4980446,685204898.5
1,4,785000.0,34.0,365.0,7,3.0,0.0,2.0,2061,121192793.3,563,4.0,1.0,2,51.2624856,4.5556038,467064258.9
1,4,1795000.0,15.0,635.0,5,3.0,0.0,2.0,3455,121192793.3,563,4.0,1.0,2,51.2624856,4.5556038,467064258.9
1,4,849000.0,34.0,260.0,3,2.0,0.0,2.0,893,58023997.85,1029,4.0,1.0,2,51.2031044,4.5238022,244688391.3
1,4,645000.0,44.0,272.0,5,1.0,0.0,2.0,2001,121192793.3,563,4.0,1.0,2,51.2624856,4.5556038,467064258.9
0,1,850000.0,37.0,179.0,2,1.0,0.0,2.0,0,162169925.4,766,2.0,1.0,2,51.0929433,4.6033828110877,668984722.5
1,4,745000.0,49.0,643.0,4,2.0,0.0,5.0,4190,113347507.5,583,4.0,1.0,2,51.2428446,4.6455565344486,452642956.9
1,4,1495000.0,9.0,700.0,2,2.0,0.0,1.0,785,52582505.55,409,4.0,1.0,2,51.18870335,4.7318844301963,217749002.4
1,2,689000.0,1.0,162.0,4,3.0,0.0,1.0,389,121192793.3,563,3.0,1.0,2,51.2624856,4.5556038,467064258.9
1,2,295000.0,174.0,212.0,0,0.0,0.0,5.0,160,162169925.4,766,2.0,1.0,2,51.0929433,4.6033828110877,668984722.5
1,4,1039000.0,111.0,400.0,5,2.0,0.0,2.0,133,1732023153.0,2666,4.0,2.0,2,51.2211097,4.3997081,7913652026.0
0,1,495000.0,39.0,102.0,2,1.0,15.0,2.0,0,1096990579.0,1709,2.0,2.0,2,51.0397129,3.7141549000597,4532573422.0
1,2,499500.0,4.0,240.0,4,2.0,0.0,1.0,910,34201698.87,360,3.0,1.0,2,51.1840421,5.1155267,164153741.4
1,2,298000.0,39.0,175.0,3,0.0,0.0,3.0,570,138518887.9,494,3.0,0.75,2,50.9841594,4.8245687,576321514.8
1,4,429000.0,60.0,176.0,4,1.0,0.0,5.0,1954,34201698.87,360,4.0,0.0,2,51.1840421,5.1155267,164153741.4
0,1,185000.0,40.0,89.0,2,1.0,0.0,3.0,0,34201698.87,360,2.0,0.0,2,51.1840421,5.1155267,164153741.4
0,1,749000.0,35.0,99.0,0,0.0,0.0,2.0,0,110382382.5,341,3.0,1.0,2,51.2305657,5.3076895,573967464.5
1,4,549000.0,38.0,280.0,3,2.0,0.0,2.0,1500,110382382.5,341,4.0,1.0,2,51.2305657,5.3076895,573967464.5
1,4,949000.0,3.0,300.0,3,2.0,0.0,1.0,3424,85273670.73,322,4.0,1.0,2,51.171804,5.1937730761009,391886114.2
0,1,494000.0,4.0,92.0,2,1.0,44.0,1.0,0,104926071.1,411,2.0,1.0,2,51.2113458,5.422976,546409083.3
0,2,595000.0,7.0,220.0,3,2.0,15.0,1.0,0,104926071.1,411,2.0,2.0,2,51.2113458,5.422976,546409083.3
1,2,265000.0,61.0,147.0,3,1.0,0.0,5.0,2732,85273670.73,322,4.0,0.0,2,51.171804,5.1937730761009,391886114.2
1,4,565000.0,54.0,588.0,5,2.0,0.0,3.0,1250,34201698.87,360,4.0,1.0,2,51.1840421,5.1155267,164153741.4
1,4,945000.0,39.0,299.0,4,2.0,0.0,2.5,282,34201698.87,360,4.0,2.0,2,51.1840421,5.1155267,164153741.4
1,2,315000.0,64.0,235.0,4,1.0,0.0,2.0,75,1732023153.0,2666,2.0,1.0,2,51.2211097,4.3997081,7913652026.0
0,1,315000.0,13.0,101.0,2,1.0,0.0,2.0,0,107552943.7,462,2.0,2.0,2,51.1377568,4.9053101,464294289.8
1,2,328000.0,58.0,136.0,2,1.0,15.0,5.0,658,107670821.4,425,4.0,2.0,2,51.0392379,5.0964572,453569281.2
1,2,329000.0,64.0,149.0,3,1.0,0.0,2.0,200,1732023153.0,2666,2.0,0.0,2,51.24994295,4.4453401635115,7913652026.0
1,2,330000.0,39.0,166.0,3,2.0,23.0,2.0,154,101058143.1,1747,3.0,1.0,3,50.6701887,5.6403906,550791515.4
1,2,349000.0,45.0,361.0,2,1.0,15.0,5.0,3200,52097587.34,554,4.0,0.0,2,51.1438611,4.8597257,227303790.9
1,2,359000.0,68.0,126.0,3,1.0,15.0,2.0,315,42064484.36,268,3.0,1.0,2,51.3495046,4.760708,198814857.6
1,2,365000.0,67.0,223.0,5,2.0,15.0,5.0,1980,172561324.7,384,4.0,0.0,2,51.1610826,4.9903187,733566202.0
1,2,375000.0,77.0,146.0,3,1.0,0.0,3.0,149,1732023153.0,2666,2.0,2.0,2,51.2115284,4.4695254092764,7913652026.0
1,2,375000.0,76.0,232.0,3,1.0,0.0,3.0,208,1732023153.0,2666,2.0,0.0,2,51.24994295,4.4453401635115,7913652026.0
1,2,415000.0,149.0,216.0,4,4.0,0.0,3.0,72,1732023153.0,2666,2.0,0.0,2,51.2211097,4.3997081,7913652026.0
1,2,425000.0,68.0,174.0,2,2.0,15.0,2.0,402,79281934.8,498,3.0,2.0,2,51.3134921,4.837570452313,336354913.9
1,2,377000.0,33.0,180.0,3,1.0,0.0,2.0,183,1732023153.0,2666,2.0,1.0,2,51.1757824,4.3511502171395,7913652026.0
1,2,439000.0,30.0,213.0,3,1.0,15.0,2.0,388,79281934.8,498,4.0,1.0,2,51.3134921,4.837570452313,336354913.9
1,4,510000.0,29.0,200.0,4,1.0,15.0,2.0,2238,13436932.77,143,4.0,1.0,3,50.743719,3.5066795,62014774.93
1,4,795000.0,29.0,363.0,4,1.0,15.0,2.0,2687,72063280.82,323,4.0,2.0,2,50.9252028,3.7896135,277881075.9
1,4,649000.0,19.0,298.0,4,1.0,15.0,2.0,1136,79281934.8,498,4.0,1.0,2,51.3134921,4.837570452313,336354913.9
1,4,895000.0,80.0,260.0,3,2.0,15.0,2.0,364,35495984.3,400,3.0,2.0,2,51.1392427,4.7543972,160164940.5
1,2,599000.0,132.0,189.0,4,2.0,6.0,3.0,46,1732023153.0,2666,2.0,1.0,2,51.2211097,4.3997081,7913652026.0
1,2,346305.0,1.0,147.0,3,1.0,45.0,1.0,264,62560360.48,265,3.0,2.0,2,50.7979739,3.762778,274381719.0
0,1,1495000.0,2.0,210.0,3,2.0,100.0,1.0,0,160640857.0,3943,4.0,2.0,1,50.8156571,4.4331389,589237519.7
1,2,109900.0,124.0,140.0,5,1.0,0.0,3.0,53,160155011.6,1823,2.0,0.0,3,50.6168289,5.5049541,869075770.5
0,1,274000.0,19.0,120.0,2,1.0,15.0,2.0,0,59693773.37,167,2.0,1.0,2,51.23004155,3.7568076657628,262761007.7
1,2,159000.0,174.0,87.0,2,1.0,0.0,3.0,42,86847188.64,713,2.0,2.0,3,50.7087526,5.6186068,409368892.7
1,2,309000.0,125.0,98.0,2,1.0,15.0,2.0,190,63679757.05,385,2.0,1.0,2,51.0370133,3.918568,251203424.0
1,2,275000.0,88.0,140.0,2,1.0,21.0,2.0,90,136131587.3,437,2.0,2.0,2,50.7689045,3.879789,599344326.4
0,1,1095000.0,12.0,259.0,2,1.0,15.0,2.0,0,40787812.13,285,2.0,2.0,2,51.1317433,5.0772388,183456521.1
1,4,1495000.0,121.0,619.0,8,2.0,0.0,5.0,0,172561324.7,384,4.0,0.0,2,51.1610826,4.9903187,733566202.0
1,4,989000.0,11.0,457.0,5,3.0,0.0,1.0,1000,78832877.73,368,4.0,1.0,2,51.0681628,5.0893974,342549923.8
1,4,1795000.0,97.0,610.0,8,4.0,0.0,2.0,15213,85273670.73,322,4.0,2.0,2,51.171804,5.1937730761009,391886114.2
1,4,1995000.0,14.0,678.0,4,2.0,0.0,1.0,5000,104926071.1,411,4.0,2.0,2,51.2289746,5.4314419,546409083.3
1,4,1650000.0,102.0,212.0,3,3.0,0.0,2.0,0,78832877.73,368,4.0,2.0,2,51.0681628,5.0893974,342549923.8
1,2,289000.0,69.0,310.0,3,2.0,29.0,5.0,163,75396005.44,509,2.0,0.75,2,51.14685855,4.2873842506575,310402582.6
1,4,879000.0,36.0,716.0,6,2.0,0.0,2.0,2251,104926071.1,411,4.0,2.0,2,51.2289746,5.4314419,546409083.3
0,1,449000.0,51.0,185.0,3,1.0,15.0,2.0,0,69018902.59,211,2.0,2.0,2,51.39574085,4.7440656414186,357968968.6
0,1,184000.0,69.0,70.0,2,1.0,2.0,3.0,0,65033202.76,251,2.0,0.0,2,51.15402425,2.7549864166944,336647537.3
0,1,345000.0,27.0,118.0,2,1.0,0.0,2.0,0,69018902.59,211,2.0,2.0,2,51.39574085,4.7440656414186,357968968.6
1,2,749000.0,43.0,321.0,4,1.0,0.0,3.0,9756,69018902.59,211,4.0,2.0,2,51.4743516,4.8051679,357968968.6
1,2,579000.0,48.0,158.0,3,1.0,0.0,2.0,702,69018902.59,211,4.0,2.0,2,51.46092495,4.7372548575575,357968968.6
1,2,850000.0,38.0,212.0,3,0.0,0.0,2.0,18412,69018902.59,211,4.0,2.0,2,51.3975366,4.8085930879726,357968968.6
0,1,349000.0,16.0,101.0,3,1.0,30.0,2.0,0,69018902.59,211,2.0,1.0,2,51.39574085,4.7440656414186,357968968.6
0,1,375000.0,26.0,140.0,3,1.0,0.0,2.0,0,69018902.59,211,2.0,1.0,2,51.39574085,4.7440656414186,357968968.6
0,1,349000.0,57.0,101.0,2,1.0,15.0,3.0,0,69018902.59,211,2.0,1.0,2,51.39574085,4.7440656414186,357968968.6
1,2,850000.0,89.0,379.0,5,2.0,0.0,2.0,1604,69018902.59,211,4.0,1.0,2,51.46092495,4.7372548575575,357968968.6
1,2,849000.0,18.0,411.0,5,2.0,15.0,2.0,1760,69018902.59,211,4.0,2.0,2,51.4743516,4.8051679,357968968.6
1,2,895000.0,29.0,383.0,5,2.0,0.0,2.0,8093,42064484.36,268,4.0,1.0,2,51.3495046,4.760708,198814857.6
1,2,699000.0,28.0,272.0,3,1.0,0.0,1.0,1100,81736856.91,244,4.0,1.0,2,51.3994474,4.6428328,361632373.4
1,2,845000.0,43.0,462.0,4,3.0,0.0,3.0,13709,34260405.07,199,4.0,1.0,2,51.3580597,4.8627541,151360295.7
1,4,1395000.0,7.0,517.0,4,2.0,0.0,1.0,1451,69018902.59,211,4.0,2.0,2,51.4743516,4.8051679,357968968.6
1,2,785000.0,25.0,301.0,4,2.0,0.0,2.0,840,69018902.59,211,4.0,1.0,2,51.4743516,4.8051679,357968968.6
1,2,569000.0,93.0,204.0,2,2.0,0.0,2.0,599,69018902.59,211,2.0,2.0,2,51.4743516,4.8051679,357968968.6
1,2,380000.0,39.0,228.0,3,1.0,0.0,5.0,152,134420695.0,335,3.0,0.0,2,51.3347679,4.5972381789962,557776664.8
0,1,335000.0,39.0,99.0,3,1.0,0.0,2.0,0,1096990579.0,1709,2.0,2.0,2,51.0397129,3.7141549000597,4532573422.0
1,2,329000.0,45.0,173.0,4,2.0,30.0,2.0,2571,57751293.88,147,4.0,1.0,3,50.2232964,5.2931158,276283335.5
1,2,549000.0,32.0,176.0,4,1.0,15.0,2.0,146,535581710.6,1809,3.0,1.0,2,50.85172925,4.6931307510281,1962352502.0
1,2,549000.0,41.0,264.0,4,1.0,55.0,3.0,702,227683082.2,333,4.0,1.0,2,51.1806482,4.2383861,939599316.4
1,4,650000.0,64.0,231.0,4,1.0,15.0,5.0,503,240295305.3,8332,4.0,0.0,1,50.8466928,4.4284842,906316263.9
0,1,184000.0,52.0,81.0,2,1.0,22.0,2.0,0,148816609.0,503,4.0,0.0,2,50.7846322,4.9339239586832,636385296.1
0,1,405000.0,19.0,90.0,2,1.0,5.0,2.0,0,1732023153.0,2666,2.0,2.0,2,51.2211097,4.3997081,7913652026.0
1,2,795000.0,76.0,366.0,5,2.0,0.0,2.0,234,241086064.8,1097,4.0,2.0,2,50.9687312,3.14416,1071436074.0
0,1,199000.0,49.0,105.0,2,1.0,15.0,2.0,0,119377035.6,602,2.0,1.0,2,51.1855514,4.83464460985,519220277.6
0,1,475000.0,39.0,200.0,3,3.0,25.0,3.0,0,306854640.2,16504,2.0,1.0,1,50.8676041,4.3737121,1500117874.0
1,2,315000.0,47.0,222.0,3,1.0,0.0,3.0,306,1096990579.0,1709,2.0,0.0,2,51.1001986,3.7644128,4532573422.0
1,2,369000.0,39.0,210.0,4,1.0,21.0,3.0,347,109578595.7,728,3.0,1.0,2,50.9809343,3.8735741,465488458.9
