Property type,Subtype,Price,Age,Living area,Bedrooms,Bathrooms,Terrace Area,EPC score,Land surface,Taxes,Population Density,Facades,Building state,Region,Latitude,Longitude,Income
1,2,560000.0,29.0,324.0,3,1.0,15.0,3.0,1504,79581423.28,538,3.0,0.75,2,51.06299735,4.6630807412987,331209131.7
1,4,599000.0,19.0,253.0,4,2.0,15.0,2.0,1856,18422292.34,180,4.0,2.0,3,50.665077,3.347779,91240110.68
0,1,145000.0,53.0,63.0,2,1.0,15.0,3.0,0,202956177.6,775,2.0,1.0,2,50.9654864,5.5001456,1032432338.0
0,1,345000.0,46.0,92.0,1,1.0,0.0,2.5,0,1732023153.0,2666,2.0,0.75,2,51.2211097,4.3997081,7913652026.0
1,2,389000.0,174.0,216.0,6,1.0,60.0,2.0,1848,86732337.84,835,4.0,1.0,3,50.4273479,4.6388177,429425532.1
1,2,349000.0,59.0,199.0,3,1.0,0.0,2.0,240,171202478.5,947,2.0,0.0,2,50.7092954,4.2143430588907,712394593.3
1,2,220000.0,14.0,105.0,2,1.0,15.0,2.0,159,53337807.39,3546,2.0,1.0,3,50.64257,5.5190161,312267540.4
0,2,220000.0,14.0,105.0,2,1.0,15.0,2.0,0,53337807.39,3546,2.0,1.0,3,50.64257,5.5190161,312267540.4
1,2,299000.0,48.0,201.0,3,1.0,15.0,5.0,747,57717932.34,263,4.0,0.0,2,50.9470265,4.8338045392342,214189547.2
0,1,190000.0,29.0,89.0,2,1.0,8.0,2.0,0,172561324.7,384,2.0,1.0,2,51.1610826,4.9903187,733566202.0
0,1,599000.0,29.0,102.0,2,1.0,6.0,1.0,0,1732023153.0,2666,2.0,2.0,2,51.2211097,4.3997081,7913652026.0
1,2,348750.0,39.0,212.0,3,1.0,15.0,2.5,0,227683082.2,333,3.0,2.0,2,51.3181461,4.2456374474582,939599316.4
0,1,184790.0,2.0,86.0,2,1.5,0.0,2.0,0,88244311.62,704,4.0,2.0,3,50.4601576,4.3763406,451191408.2
0,1,135000.0,60.0,75.0,1,1.0,15.0,5.0,0,588839895.0,2852,3.0,0.0,3,50.6412964,5.6111443,2804560594.0
0,1,209000.0,6.0,69.0,1,1.0,15.0,1.0,0,96290750.52,523,2.0,2.0,2,50.9863045,5.7128515,566903723.8
0,1,249000.0,49.0,87.0,2,1.0,15.0,1.0,0,96290750.52,523,3.0,2.0,2,50.9863045,5.7128515,566903723.8
1,2,395000.0,39.0,177.0,3,1.0,0.0,2.0,108,1732023153.0,2666,3.0,0.75,2,51.24994295,4.4453401635115,7913652026.0
0,2,159000.0,49.0,99.0,0,1.5,0.0,2.5,0,588839895.0,2852,4.0,1.0,3,50.6412964,5.6111443,2804560594.0
0,2,139000.0,49.0,99.0,0,1.5,0.0,2.5,0,588839895.0,2852,4.0,1.0,3,50.6412964,5.6111443,2804560594.0
0,1,269000.0,23.0,86.0,2,1.0,15.0,2.0,0,110382382.5,341,2.0,1.0,2,51.2305657,5.3076895,573967464.5
1,2,627000.0,29.0,227.0,2,1.0,0.0,3.0,17251,201482761.9,355,3.0,0.75,2,50.9845547,3.5628186,818604377.2
1,2,850000.0,5.0,228.0,3,3.0,34.0,2.0,150,412216167.7,3795,2.0,0.75,1,50.8018201,4.3372348,1561760306.0
1,2,899000.0,2.0,494.0,7,2.0,0.0,1.0,1331,179914708.7,513,3.0,0.75,2,51.2907379,4.4361161,776529853.5
1,2,218000.0,67.0,145.0,3,1.0,15.0,5.0,377,103620426.9,1140,3.0,0.0,2,50.9336597,3.2212852352972,487258534.0
1,2,239000.0,139.0,117.0,2,1.0,15.0,3.0,117,357566926.3,787,2.0,0.0,2,50.930358,5.3368383970676,1486443144.0
1,2,369000.0,39.0,151.0,3,1.0,15.0,2.0,142,1096990579.0,1709,3.0,1.0,2,51.0447236,3.7588813,4532573422.0
1,2,250000.0,49.0,162.0,3,1.0,100.0,3.0,1310,7997088.135,35,3.0,2.0,3,50.1357152,4.7458219,43366751.55
1,2,369000.0,39.0,151.0,3,1.0,18.0,2.0,142,60208921.01,781,3.0,1.0,2,50.9842505,3.7976423,232557524.5
0,1,169000.0,28.0,90.0,2,1.0,15.0,5.0,0,63259591.72,681,2.0,2.0,3,50.6547149,5.4512607,329211604.4
0,1,270000.0,59.0,84.0,2,1.0,2.0,2.0,0,253815090.5,1772,2.0,0.0,2,51.2303177,2.9203275,1224815290.0
0,1,295000.0,60.0,95.0,2,1.0,6.0,2.0,0,1732023153.0,2666,2.0,2.0,2,51.21029905,4.4403895064496,7913652026.0
1,4,389000.0,105.0,173.0,4,1.0,20.0,2.0,299,162169925.4,766,2.0,1.0,2,51.0929433,4.6033828110877,668984722.5
1,4,445000.0,72.0,140.0,2,1.0,20.0,5.0,555,154481497.2,712,4.0,0.0,2,50.9019808,4.2790265927797,617374698.4
0,1,184000.0,49.0,97.0,2,1.0,0.0,2.0,0,155464332.8,834,2.0,1.0,2,51.3233812,4.948461,735192914.1
0,1,175000.0,55.0,112.0,1,1.0,0.0,3.0,0,357566926.3,787,3.0,0.0,2,50.930358,5.3368383970676,1486443144.0
0,1,199000.0,56.0,81.0,2,1.0,0.0,2.0,0,45190282.65,2917,2.0,0.0,2,51.1928907,4.488953,193994065.1
0,1,249000.0,49.0,59.0,1,1.0,15.0,2.0,0,375498087.8,1358,2.0,1.0,2,51.02803335,4.471321199996,1536825130.0
0,1,435000.0,265.0,66.0,1,1.0,0.0,2.0,0,1096990579.0,1709,2.0,1.0,2,51.0397129,3.7141549000597,4532573422.0
0,1,320000.0,54.0,112.0,1,1.0,12.0,2.0,0,412216167.7,3795,4.0,1.0,1,50.8018201,4.3372348,1561760306.0
0,1,225000.0,30.0,82.0,2,1.0,63.0,2.0,0,86745900.95,636,2.0,2.0,2,50.878059,4.0059338596505,361899957.3
0,0,135000.0,38.0,40.0,0,1.0,0.0,2.0,0,253815090.5,1772,2.0,1.0,2,51.2303177,2.9203275,1224815290.0
0,1,515000.0,55.0,135.0,3,2.0,5.0,2.0,0,339227504.3,13925,2.0,0.75,1,50.8222854,4.3815707,1302755059.0
1,2,365000.0,39.0,159.0,3,1.0,0.0,2.5,148,253815090.5,1772,2.0,0.75,2,51.2303177,2.9203275,1224815290.0
0,1,250000.0,0.0,58.0,1,1.0,15.0,2.5,0,253815090.5,1772,2.0,0.75,2,51.2303177,2.9203275,1224815290.0
0,1,325000.0,0.0,75.0,2,1.0,26.0,2.5,0,253815090.5,1772,2.0,0.75,2,51.2303177,2.9203275,1224815290.0
0,1,335000.0,0.0,73.0,2,1.0,13.0,2.5,0,253815090.5,1772,2.0,0.75,2,51.2303177,2.9203275,1224815290.0
0,1,320000.0,0.0,73.0,2,1.0,30.0,2.5,0,253815090.5,1772,2.0,0.75,2,51.2303177,2.9203275,1224815290.0
0,1,327500.0,0.0,75.0,2,1.0,20.0,2.5,0,253815090.5,1772,2.0,0.75,2,51.2303177,2.9203275,1224815290.0
0,1,322500.0,0.0,73.0,2,1.0,13.0,2.5,0,253815090.5,1772,2.0,0.75,2,51.2303177,2.9203275,1224815290.0
0,1,240000.0,0.0,49.0,1,1.0,8.0,2.5,0,253815090.5,1772,2.0,0.75,2,51.2303177,2.9203275,1224815290.0
0,1,372500.0,0.0,82.0,2,1.0,8.0,2.5,0,253815090.5,1772,2.0,0.75,2,51.2303177,2.9203275,1224815290.0
0,1,322500.0,0.0,71.0,2,1.0,10.0,2.5,0,253815090.5,1772,2.0,0.75,2,51.2303177,2.9203275,1224815290.0
0,1,292000.0,0.0,65.0,1,1.0,6.0,2.5,0,253815090.5,1772,2.0,0.75,2,51.2303177,2.9203275,1224815290.0
0,1,220000.0,0.0,48.0,1,1.0,4.0,2.5,0,253815090.5,1772,2.0,0.75,2,51.2303177,2.9203275,1224815290.0
0,1,375000.0,0.0,82.0,2,1.0,11.0,2.5,0,253815090.5,1772,2.0,0.75,2,51.2303177,2.9203275,1224815290.0
0,0,192500.0,1.0,53.0,0,1.0,6.0,2.5,0,51569776.89,404,2.0,2.0,3,50.6443208,4.5685766,196251227.8
1,2,159000.0,49.0,110.0,4,1.0,0.0,5.0,300,103839825.9,1038,3.0,0.0,2,50.78879055,3.1938978797182,529513823.0
1,2,325000.0,0.0,167.0,4,1.5,35.0,2.5,202,457993972.2,649,2.0,2.0,3,50.4687313,4.9219558,1913775828.0
1,2,669000.0,29.0,162.0,3,2.0,15.0,2.0,330,160640857.0,3943,2.0,1.0,1,50.8156571,4.4331389,589237519.7
1,2,359847.0,0.0,212.0,3,0.0,0.0,2.5,200,534224868.1,850,4.0,1.0,2,51.18830895,3.1750054151928,2260481804.0
0,1,218000.0,49.0,70.0,2,1.0,6.0,2.0,0,1732023153.0,2666,2.0,0.75,2,51.2115284,4.4695254092764,7913652026.0
0,1,169000.0,28.0,100.0,2,1.0,16.0,2.0,0,160155011.6,1823,2.0,2.0,3,50.5742979,5.5355698,869075770.5
0,1,295000.0,0.0,75.0,1,1.0,17.0,2.5,0,159736638.6,489,2.0,2.0,2,51.1793505,3.7471789,664169354.5
1,2,185000.0,49.0,473.0,5,2.0,0.0,5.0,200,23521675.06,85,2.0,0.75,3,50.4531568,5.952833,114281659.3
1,4,799000.0,174.0,580.0,8,0.0,0.0,3.0,820,24479521.09,108,4.0,0.75,3,50.310778,4.8796936,115085251.8
0,1,300000.0,0.0,75.0,1,1.0,17.0,2.5,0,159736638.6,489,2.0,2.0,2,51.1793505,3.7471789,664169354.5
0,1,375000.0,0.0,113.0,2,1.0,9.0,2.5,0,159736638.6,489,2.0,2.0,2,51.1793505,3.7471789,664169354.5
1,2,438000.0,37.0,168.0,3,1.0,40.0,2.0,722,83026052.82,799,3.0,1.0,2,51.0957176,4.5061988,337057711.0
0,1,445000.0,0.0,122.0,2,1.0,48.0,2.5,0,159736638.6,489,2.0,2.0,2,51.1793505,3.7471789,664169354.5
1,2,469000.0,39.0,148.0,4,1.0,15.0,2.0,670,65033202.76,251,3.0,2.0,2,51.18331695,2.8063401225473,336647537.3
0,1,465000.0,2.0,156.0,3,2.0,32.0,2.5,0,113347507.5,583,3.0,0.75,2,51.2428446,4.6455565344486,452642956.9
1,4,695000.0,44.0,300.0,3,2.0,0.0,2.5,1860,201482761.9,355,4.0,0.0,2,50.9845547,3.5628186,818604377.2
1,2,395000.0,56.0,203.0,3,1.0,0.0,3.0,1214,110382382.5,341,4.0,0.75,2,51.2305657,5.3076895,573967464.5
0,1,225000.0,106.0,91.0,3,1.0,0.0,1.0,0,127889324.4,780,2.0,0.75,2,51.12017065,4.1457568844955,533708835.2
1,2,350000.0,91.0,150.0,3,1.0,15.0,5.0,230,49885795.08,631,3.0,1.0,2,51.0131904,4.3599725,194113921.9
1,4,695000.0,29.0,180.0,4,2.0,100.0,5.0,0,162859117.7,16352,4.0,2.0,1,50.8543551,4.3227779,964345577.3
0,1,229000.0,49.0,94.0,2,1.0,3.0,2.0,0,315367458.8,992,2.0,2.0,2,50.81788085,3.2784153903743,1373285852.0
0,1,119000.0,49.0,33.0,1,1.0,0.0,3.0,0,21552920.69,78,3.0,1.0,3,50.4054037,6.1407071,115011713.3
1,2,375000.0,39.0,160.0,3,1.0,15.0,2.0,0,106004475.9,1032,3.0,2.0,2,51.0565194,4.3723517,453126635.7
0,1,169000.0,49.0,90.0,2,1.0,5.0,2.0,0,148131823.7,1690,2.0,1.0,3,50.57804,5.867539,759024257.8
1,4,1795000.0,50.0,212.0,6,4.0,15.0,3.0,1178,412216167.7,3795,4.0,1.0,1,50.8018201,4.3372348,1561760306.0
1,4,1480000.0,74.0,525.0,5,2.0,15.0,2.0,7287,97347279.51,298,4.0,1.0,3,50.6628104,4.4825691512066,346321899.4
1,2,198000.0,49.0,110.0,3,1.0,0.0,5.0,0,101058143.1,1747,3.0,0.75,3,50.6701887,5.6403906,550791515.4
1,2,325000.0,94.0,142.0,2,1.0,15.0,2.0,390,84753336.19,967,2.0,1.0,2,51.2028046,4.3416362,367387630.2
1,4,945000.0,21.0,440.0,4,2.0,0.0,3.0,4450,40207306.11,124,4.0,0.75,3,50.6927553,4.0406912,159965388.7
1,4,289000.0,39.0,240.0,3,2.0,27.0,5.0,190,160155011.6,1823,4.0,2.0,3,50.5742979,5.5355698,869075770.5
1,4,749000.0,3.0,330.0,5,0.0,0.0,1.0,1191,152270120.5,615,3.0,1.0,2,51.0502026,5.2208090823008,735280495.4
0,1,240000.0,16.0,90.0,2,1.0,6.0,2.0,0,162859117.7,16352,4.0,1.0,1,50.8543551,4.3227779,964345577.3
1,2,344500.0,39.0,142.0,3,1.5,0.0,3.0,510,201482761.9,355,3.0,0.75,2,50.9845547,3.5628186,818604377.2
1,4,195000.0,49.0,180.0,0,1.5,0.0,2.5,1350,26974694.67,263,4.0,0.0,3,50.689076,5.333978,109476063.0
1,2,445523.0,39.0,189.0,3,1.5,0.0,2.5,624,102535478.8,405,3.0,0.75,2,50.80406995,3.3419067426276,450063583.8
1,2,488969.0,39.0,203.0,3,1.5,0.0,2.5,668,315367458.8,992,3.0,0.75,2,50.8228226,3.2284723,1373285852.0
0,1,199750.0,2.0,84.0,2,1.5,6.0,2.0,0,88244311.62,704,4.0,2.0,3,50.4601576,4.3763406,451191408.2
1,2,399000.0,34.0,185.0,5,1.0,0.0,2.0,213,1732023153.0,2666,2.0,1.0,2,51.1638451,4.3876309610455,7913652026.0
0,1,235000.0,49.0,74.0,1,1.0,3.0,2.5,0,67411786.4,1081,2.0,0.75,2,51.31651475,3.1297578035057,343973373.6
0,1,269000.0,2.0,85.0,2,1.0,8.0,2.5,0,457993972.2,649,2.0,2.0,3,50.4687313,4.9219558,1913775828.0
0,1,370000.0,19.0,88.0,1,1.0,10.0,2.0,0,412216167.7,3795,2.0,0.75,1,50.8018201,4.3372348,1561760306.0
1,4,650000.0,55.0,182.0,3,2.0,70.0,2.0,1000,53415682.55,304,3.0,2.0,2,50.7998923,4.1888025,196724444.0
1,4,650000.0,55.0,182.0,3,2.0,70.0,2.0,1000,59823752.48,546,3.0,2.0,2,50.8220387,4.1119573,232696583.1
1,4,650000.0,55.0,182.0,3,2.0,70.0,2.0,1000,59823752.48,546,3.0,2.0,2,50.84817805,4.1369148649611,232696583.1
1,2,190000.0,49.0,180.0,4,1.0,0.0,3.0,195,46865353.35,1010,2.0,0.75,3,50.4337613,3.8276077,270047911.0
1,2,155000.0,49.0,181.0,4,1.0,0.0,5.0,0,464265531.7,1985,2.0,0.75,3,50.431853,4.4489421,2625408378.0
1,2,495000.0,23.0,258.0,3,1.0,15.0,2.0,601,83265439.23,671,3.0,1.0,2,50.8726659,4.1535568,321790664.1
0,1,239000.0,49.0,75.0,1,1.0,15.0,2.0,0,60917476.98,831,2.0,2.0,3,50.3906692,3.8883703,316660785.4
0,1,415000.0,3.0,98.0,2,1.0,27.0,1.0,0,229345422.6,1082,2.0,2.0,2,50.84408625,4.2657299667643,868256340.0
1,2,250000.0,49.0,135.0,3,1.0,15.0,3.0,0,37818123.26,85,2.0,1.0,3,50.2949873,4.5607099,178606185.0
0,1,1985000.0,14.0,274.0,3,3.0,15.0,3.0,0,412216167.7,3795,3.0,2.0,1,50.8018201,4.3372348,1561760306.0
1,4,798000.0,60.0,302.0,5,2.0,15.0,2.0,1183,61859917.42,335,4.0,0.75,2,51.2011609,4.6975445276147,253342105.3
1,2,220000.0,99.0,145.0,5,3.0,0.0,3.0,65,457993972.2,649,2.0,0.0,3,50.4687313,4.9219558,1913775828.0
0,1,309000.0,29.0,167.0,2,2.0,15.0,2.0,0,96290750.52,523,3.0,2.0,2,50.9863045,5.7128515,566903723.8
1,2,400000.0,1.0,123.0,3,1.0,15.0,2.5,590,73954572.93,163,3.0,2.0,3,50.5988682,4.8359955,297975450.7
0,1,310000.0,1.0,94.0,2,1.0,16.0,2.5,0,120838820.0,275,2.0,2.0,3,50.5329777,4.7481633,472688905.8
0,1,297500.0,1.0,93.0,2,1.0,13.0,2.5,0,253815090.5,1772,2.0,2.0,2,51.2303177,2.9203275,1224815290.0
0,1,227000.0,0.0,62.0,1,1.0,7.0,2.5,0,457993972.2,649,2.0,0.75,3,50.4687313,4.9219558,1913775828.0
1,2,740000.0,104.0,245.0,5,1.0,15.0,3.0,660,63536268.39,567,3.0,1.0,2,50.7674846,4.474407,230935459.7
1,2,140000.0,49.0,146.0,2,1.0,15.0,5.0,469,99745491.22,550,2.0,1.0,3,50.4049792,4.2093685,509659366.2
1,2,195000.0,49.0,154.0,2,1.0,20.0,5.0,519,211780143.4,1258,2.0,2.0,3,50.454942,4.1883094,1123144218.0
1,2,165000.0,49.0,150.0,2,1.0,15.0,5.0,944,99745491.22,550,3.0,0.0,3,50.4049792,4.2093685,509659366.2
1,2,450000.0,1.0,175.0,5,1.0,15.0,2.5,123,55631790.73,379,2.0,0.75,2,51.3178319,4.9817086,262528010.7
0,1,326000.0,1.0,105.0,2,0.0,25.0,2.5,0,55631790.73,379,2.0,0.75,2,51.3178319,4.9817086,262528010.7
1,2,499000.0,1.0,202.0,5,1.0,15.0,2.5,240,55631790.73,379,2.0,0.75,2,51.3178319,4.9817086,262528010.7
0,1,297000.0,1.0,105.0,2,0.0,13.0,2.5,0,55631790.73,379,2.0,0.75,2,51.3178319,4.9817086,262528010.7
0,1,305000.0,1.0,108.0,2,0.0,13.0,2.5,0,55631790.73,379,2.0,0.75,2,51.3178319,4.9817086,262528010.7
0,1,273900.0,1.0,83.0,1,1.0,10.0,2.5,0,55631790.73,379,2.0,0.75,2,51.3178319,4.9817086,262528010.7
1,2,330000.0,118.0,253.0,6,5.0,15.0,3.0,0,1732023153.0,2666,3.0,0.0,2,51.2211097,4.3997081,7913652026.0
1,2,225000.0,49.0,200.0,2,1.0,0.0,2.5,0,1732023153.0,2666,3.0,1.0,2,51.2211097,4.3997081,7913652026.0
1,2,335000.0,19.0,161.0,3,1.0,0.0,2.0,385,317077415.4,653,3.0,2.0,3,50.4760289,4.0062232,1446530680.0
0,1,275000.0,13.0,84.0,2,1.0,0.0,2.0,0,197820175.2,835,4.0,0.75,2,51.02983825,4.0562275450955,844362754.4
0,1,255000.0,55.0,125.0,3,1.0,15.0,2.0,0,534224868.1,850,3.0,1.0,2,51.18830895,3.1750054151928,2260481804.0
0,1,215636.0,0.0,47.0,1,1.5,7.0,2.5,0,457993972.2,649,2.0,2.0,3,50.4687313,4.9219558,1913775828.0
0,1,238000.0,0.0,68.0,1,1.0,9.0,2.5,0,58023997.85,1029,2.0,0.75,2,51.2031044,4.5238022,244688391.3
0,1,199500.0,59.0,80.0,2,1.0,15.0,2.0,0,1732023153.0,2666,3.0,2.0,2,51.24994295,4.4453401635115,7913652026.0
1,2,195000.0,49.0,290.0,4,1.0,15.0,3.0,489,62228122.29,165,3.0,1.0,2,50.9045753,2.6729063768433,316192009.3
1,2,200000.0,49.0,212.0,3,1.0,15.0,5.0,1010,14373546.27,229,4.0,0.75,3,50.711613,5.0318166,60195431.49
0,1,875000.0,29.0,171.0,3,1.0,20.0,2.0,0,449947939.5,5949,2.0,2.0,1,50.8465573,4.351697,2131778502.0
1,2,325000.0,59.0,160.0,3,1.0,0.0,5.0,206,75396005.44,509,3.0,0.75,2,51.14685855,4.2873842506575,310402582.6
1,4,1480000.0,29.0,525.0,5,4.0,100.0,2.0,7287,97347279.51,298,4.0,1.0,3,50.6628104,4.4825691512066,346321899.4
1,2,649000.0,55.0,168.0,3,1.0,0.0,3.0,5185,144685456.7,746,4.0,0.75,2,51.332759,4.4312318305558,584421466.6
0,1,299000.0,44.0,72.0,2,1.0,30.0,5.0,0,240295305.3,8332,2.0,2.0,1,50.8466928,4.4284842,906316263.9
0,1,249000.0,5.0,67.0,2,1.0,15.0,1.0,0,197820175.2,835,2.0,1.0,2,51.02983825,4.0562275450955,844362754.4
1,2,249000.0,73.0,200.0,4,0.0,27.0,2.0,659,23809567.2,65,3.0,0.0,3,49.8157173,5.1823728,132163002.4
1,2,229000.0,49.0,212.0,4,1.0,0.0,5.0,0,67411786.4,1081,3.0,0.75,2,51.31651475,3.1297578035057,343973373.6
1,2,185000.0,49.0,80.0,2,1.0,0.0,5.0,250,40207306.11,124,3.0,0.75,3,50.6927553,4.0406912,159965388.7
1,2,259000.0,45.0,119.0,4,1.0,0.0,3.0,330,24238722.35,345,2.0,0.75,3,50.6000686,5.3579041,112293430.8
1,2,207000.0,49.0,131.0,3,1.0,15.0,5.0,342,105340821.5,1017,2.0,2.0,2,50.8790473,3.3126044844799,487360737.7
0,1,430000.0,55.0,134.0,3,2.0,0.0,2.0,0,1096990579.0,1709,2.0,1.0,2,51.0397129,3.7141549000597,4532573422.0
1,2,100000.0,49.0,102.0,2,1.0,0.0,5.0,250,74509484.58,788,3.0,0.0,2,50.7476192,3.6020465,384137941.6
1,2,159000.0,104.0,151.0,4,1.0,14.0,3.0,125,295066500.3,972,2.0,0.0,2,51.1933908,4.1780279,1300778697.0
0,1,149000.0,64.0,107.0,3,1.0,0.0,2.0,0,49198980.64,1399,2.0,0.0,2,50.86005145,3.2736322150643,230100823.8
1,2,498000.0,15.0,202.0,3,1.0,15.0,2.0,443,1096990579.0,1709,4.0,1.0,2,51.1001986,3.7644128,4532573422.0
1,2,995000.0,0.0,300.0,4,2.0,32.0,2.5,679,201482761.9,355,3.0,2.0,2,50.9845547,3.5628186,818604377.2
0,1,595000.0,22.0,87.0,2,1.0,0.0,1.0,0,191782071.2,528,2.0,2.0,2,51.34942965,3.3233738606453,806121702.9
1,2,110000.0,49.0,85.0,4,1.0,38.0,5.0,311,44947919.96,493,2.0,0.0,3,50.3729779,3.8051335,240743341.6
1,2,395000.0,39.0,160.0,3,2.0,15.0,1.0,170,91163248.53,259,2.0,2.0,2,51.2263133,3.4154538,415561559.7
1,2,535000.0,75.0,103.0,3,1.0,30.0,5.0,0,141604478.6,541,4.0,1.0,2,50.961429,4.4556575,513669103.2
0,1,499000.0,38.0,52.0,1,1.0,0.0,2.0,0,191782071.2,528,2.0,2.0,2,51.34942965,3.3233738606453,806121702.9
1,2,99000.0,49.0,103.0,2,0.0,0.0,3.0,185,17650864.36,320,2.0,0.0,3,50.387884,3.6957835,95266000.06
0,0,162000.0,0.0,45.0,0,1.0,15.0,2.5,0,120838820.0,275,2.0,2.0,3,50.5329777,4.7481633,472688905.8
1,2,249000.0,125.0,108.0,2,1.0,0.0,2.0,222,118029875.2,366,2.0,1.0,2,50.8064756,5.5030479,544369141.6
1,2,320000.0,85.0,276.0,3,3.0,0.0,2.0,324,46872158.88,995,3.0,0.75,2,51.2000036,3.8105002,219041754.9
1,2,359000.0,39.0,212.0,5,1.0,15.0,3.0,1031,103620426.9,1140,3.0,0.0,2,50.9336597,3.2212852352972,487258534.0
0,1,425000.0,32.0,103.0,1,1.0,15.0,2.0,0,535581710.6,1809,2.0,2.0,2,50.8812533,4.6929903215189,1962352502.0
1,2,230000.0,49.0,166.0,4,1.0,9.0,3.0,0,19163161.14,629,3.0,2.0,3,50.7154957,6.013341,166301557.8
0,0,119000.0,29.0,27.0,0,1.0,0.0,2.5,0,35402341.18,414,2.0,0.75,2,51.06926315,2.5896028375712,191740308.2
1,2,245000.0,49.0,191.0,4,1.0,9.0,2.0,0,19163161.14,629,2.0,2.0,3,50.7154957,6.013341,166301557.8
1,2,359000.0,39.0,223.0,5,2.0,0.0,2.0,550,161249668.6,552,3.0,1.0,2,50.819114,3.9673266115113,697475291.8
0,1,280000.0,45.0,76.0,1,1.0,15.0,2.0,0,41054710.66,344,2.0,1.0,2,51.14416005,2.7283986495034,207279065.5
1,2,310000.0,59.0,229.0,4,1.0,0.0,2.0,897,79628841.13,300,3.0,0.75,2,50.9972412,3.4139884196625,356294757.1
1,2,360000.0,39.0,130.0,2,1.0,53.0,5.0,125,234165333.2,7066,2.0,1.0,1,50.8381411,4.3123401,1320651547.0
1,4,625000.0,44.0,223.0,4,3.0,15.0,2.0,1300,237338185.8,318,4.0,2.0,3,50.6195489,3.3569842,1136160464.0
1,2,299000.0,39.0,160.0,3,2.0,0.0,2.0,187,40207306.11,124,2.0,0.75,3,50.6927553,4.0406912,159965388.7
0,1,180000.0,12.0,69.0,1,1.0,5.0,1.0,0,241086064.8,1097,2.0,1.0,2,50.9687312,3.14416,1071436074.0
1,2,479000.0,57.0,152.0,3,1.0,15.0,2.0,550,119514107.1,337,4.0,0.75,2,51.0956807,3.6076129,500634461.9
0,1,390000.0,94.0,91.0,1,1.0,25.0,5.0,0,412216167.7,3795,2.0,2.0,1,50.8018201,4.3372348,1561760306.0
1,2,185000.0,49.0,158.0,3,1.0,15.0,3.0,0,464265531.7,1985,2.0,1.0,3,50.45615655,4.481573078145,2625408378.0
1,2,235000.0,65.0,237.0,6,0.0,0.0,3.0,130,197820175.2,835,3.0,0.0,2,51.02983825,4.0562275450955,844362754.4
0,1,328168.0,39.0,99.0,3,2.0,15.0,2.5,0,83198097.05,395,2.0,2.0,2,50.88830225,3.8873953834097,345745318.6
1,2,424900.0,39.0,212.0,3,1.0,0.0,2.5,279,39400550.7,269,3.0,2.0,2,50.9975916,3.1103285411089,175981899.5
0,1,165000.0,49.0,80.0,1,1.0,0.0,3.0,0,135984565.4,872,3.0,0.0,2,50.74931535,4.2732545968764,509616162.1
0,1,165000.0,49.0,80.0,1,1.0,0.0,3.0,0,135984565.4,872,3.0,0.0,2,50.7684432,4.3051321494591,509616162.1
0,1,191000.0,7.0,70.0,1,1.0,13.0,1.0,0,241086064.8,1097,2.0,1.0,2,50.9687312,3.14416,1071436074.0
0,1,695000.0,63.0,99.0,2,1.0,0.0,3.0,0,159315989.0,387,2.0,0.75,2,50.7813901,5.2127604,718134588.6
1,2,435000.0,0.0,220.0,0,0.0,0.0,2.5,483,127889324.4,780,3.0,0.75,2,51.12017065,4.1457568844955,533708835.2
1,2,1095000.0,29.0,212.0,2,2.0,15.0,2.0,956,79147629.98,368,4.0,2.0,2,50.8217682,4.6678971,272600779.2
0,1,303000.0,0.0,110.0,3,1.0,11.0,2.5,0,52582505.55,409,2.0,1.0,2,51.18870335,4.7318844301963,217749002.4
1,2,465434.0,39.0,205.0,3,2.0,15.0,1.0,250,48594299.91,237,3.0,0.75,2,50.7979738,4.1029840674511,189838417.9
0,1,245000.0,43.0,102.0,2,1.0,15.0,2.0,0,295066500.3,972,2.0,0.0,2,51.1933908,4.1780279,1300778697.0
1,2,320000.0,68.0,167.0,3,1.0,15.0,3.0,1394,27605310.46,182,3.0,1.0,2,50.94677135,5.0136688435307,117288354.6
1,2,539000.0,29.0,145.0,3,1.0,30.0,1.0,98,1096990579.0,1709,2.0,2.0,2,51.0447236,3.7588813,4532573422.0
1,2,388900.0,39.0,212.0,3,1.0,0.0,2.5,278,39400550.7,269,3.0,2.0,2,50.9975916,3.1103285411089,175981899.5
1,2,109000.0,49.0,132.0,3,1.0,20.0,3.0,152,119092970.4,809,2.0,0.0,3,50.6018717,5.6335963,458037483.4
1,2,110000.0,49.0,54.0,1,1.0,40.0,5.0,196,63259591.72,681,3.0,0.0,3,50.6547149,5.4512607,329211604.4
1,2,390824.0,39.0,212.0,4,2.0,0.0,2.5,263,83198097.05,395,3.0,2.0,2,50.88830225,3.8873953834097,345745318.6
1,2,349000.0,61.0,152.0,2,1.0,15.0,3.0,593,64726398.14,405,3.0,0.0,2,51.0301606,4.0113470297154,278315456.0
0,1,275000.0,2.0,77.0,2,2.0,23.0,2.5,0,82525602.16,8741,2.0,2.0,1,50.8639835,4.292702,363580839.3
0,1,330000.0,2.0,90.0,2,2.0,36.0,2.5,0,82525602.16,8741,2.0,2.0,1,50.8639835,4.292702,363580839.3
0,1,285000.0,60.0,102.0,3,1.0,25.0,3.0,0,449947939.5,5949,2.0,2.0,1,50.883392,4.3487134,2131778502.0
