Property type,Locality,Subtype,Construction year,Price,Type sale,Bedrooms,Living area,Equipped kitchen,Furnished,Bathrooms,Open fire,EPC score,Terrace,Terrace Area,Garden,Garden Area,Land surface,Facades,Swimming pool,Building state,URL
HOUSE,9041,HOUSE,1986,459000,New classified,3,166,0,0,1,0,B,0,None,0,None,385,3,0,None,https://www.immoweb.be/en/classified/house/for-sale/oostakker%20%28gent%29/9041/20365412
APARTMENT,8370,APARTMENT,2007,229000,New classified,1,67,None,0,1,0,F,0,None,0,None,0,2,0,None,https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20365406
HOUSE,9190,HOUSE,1970,225000,New classified,3,171,1,0,1,0,F,0,None,0,None,153,2,0,None,https://www.immoweb.be/en/classified/house/for-sale/stekene/9190/20365411
HOUSE,8770,HOUSE,None,130000,New classified,3,152,None,0,1,0,F,1,None,0,None,345,3,0,TO_RENOVATE,https://www.immoweb.be/en/classified/house/for-sale/ingelmunster/8770/20365394
HOUSE,6560,BUNGALOW,None,269000,None,3,None,1,0,1,0,C,1,20,1,1,1211,4,0,None,https://www.immoweb.be/en/classified/bungalow/for-sale/erquelinnes/6560/20000551
APARTMENT,8430,APARTMENT,None,350000,New classified,2,102,1,1,1,0,C,1,None,0,None,0,None,0,TO_RENOVATE,https://www.immoweb.be/en/classified/apartment/for-sale/middelkerke/8430/20365401
APARTMENT,8700,APARTMENT,1996,278000,New classified,3,112,0,0,1,0,C,1,46,0,None,0,4,0,AS_NEW,https://www.immoweb.be/en/classified/apartment/for-sale/kanegem/8700/20365392
HOUSE,8870,HOUSE,None,429000,New classified,4,230,None,0,2,0,A,0,None,0,None,177,2,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/izegem/8870/20365395
HOUSE,2870,HOUSE,1959,369000,New classified,3,202,1,0,2,0,C,1,18,1,21,120,2,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/puurs/2870/20365383
HOUSE,8740,VILLA,1979,545000,New classified,5,262,0,0,1,0,D,1,None,1,624,1031,3,0,AS_NEW,https://www.immoweb.be/en/classified/villa/for-sale/egem/8740/20365391
APARTMENT,9140,GROUND_FLOOR,2008,235000,New classified,2,90,None,0,1,0,B,1,12,0,None,0,None,0,AS_NEW,https://www.immoweb.be/en/classified/ground-floor/for-sale/temse/9140/20365387
HOUSE,9190,BUNGALOW,1979,445000,New classified,4,186,None,0,1,0,F,0,None,0,None,3453,4,0,TO_RENOVATE,https://www.immoweb.be/en/classified/bungalow/for-sale/stekene/9190/20365388
APARTMENT,2100,APARTMENT,1957,189000,New classified,2,89,1,0,1,0,F,1,2,0,None,0,2,0,TO_RENOVATE,https://www.immoweb.be/en/classified/apartment/for-sale/deurne/2100/20357356
APARTMENT,3970,TRIPLEX,2014,259000,New classified,2,100,0,0,1,0,A+,1,11,0,None,0,None,0,AS_NEW,https://www.immoweb.be/en/classified/triplex/for-sale/leopoldsburg/3970/20365322
APARTMENT,2100,APARTMENT,1968,195000,New classified,3,106,1,0,1,0,C,1,10,0,None,0,3,0,TO_BE_DONE_UP,https://www.immoweb.be/en/classified/apartment/for-sale/deurne/2100/20357582
APARTMENT,03189,APARTMENT,2024,273000,New classified,2,75,None,0,2,0,None,1,24,0,None,0,None,1,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/orihuela%20costa/03189/20365382
APARTMENT,2140,APARTMENT,1966,219000,New classified,2,92,None,0,1,0,C,1,6,0,None,0,3,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/borgerhout/2140/20358616
APARTMENT,2050,APARTMENT,1970,210000,New classified,2,94,1,0,1,0,B,1,8,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2050/20358161
APARTMENT,2100,APARTMENT,1964,210000,New classified,2,96,1,0,1,0,B,1,4,0,None,0,4,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/deurne/2100/20357587
APARTMENT,2550,SERVICE_FLAT,2018,239000,New classified,1,56,1,0,1,0,A,1,None,0,None,0,3,0,AS_NEW,https://www.immoweb.be/en/classified/service-flat/for-sale/kontich/2550/20360069
APARTMENT,2150,APARTMENT,1976,229000,New classified,3,101,1,0,1,0,B,1,None,0,None,0,3,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/borsbeek/2150/20357491
APARTMENT,2550,SERVICE_FLAT,2018,239000,New classified,1,56,1,0,1,0,A,1,8,0,None,0,3,0,AS_NEW,https://www.immoweb.be/en/classified/service-flat/for-sale/kontich/2550/20360077
APARTMENT,2640,APARTMENT,1978,247000,New classified,2,93,1,0,1,0,C,1,None,0,None,0,2,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/mortsel/2640/20359487
APARTMENT,6700,APARTMENT,2007,259000,New classified,2,65,1,0,1,0,F,1,17,0,None,0,3,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/arlon/6700/20357258
APARTMENT,2960,APARTMENT,1962,269000,New classified,2,91,1,0,1,0,B,1,18,0,None,0,2,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/brecht/2960/20357517
APARTMENT,2640,APARTMENT,1988,259000,New classified,2,115,1,0,1,0,A,1,None,0,None,0,2,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/mortsel/2640/20360084
APARTMENT,2800,APARTMENT,None,285000,New classified,2,80,1,0,1,0,C,1,4,0,None,0,None,0,JUST_RENOVATED,https://www.immoweb.be/en/classified/apartment/for-sale/mechelen/2800/20355675
APARTMENT,2200,APARTMENT,2020,315000,New classified,2,76,1,0,1,0,A,1,11,0,None,0,2,0,AS_NEW,https://www.immoweb.be/en/classified/apartment/for-sale/herentals/2200/20359160
APARTMENT,2260,APARTMENT,2020,320000,New classified,2,118,1,0,1,0,A,1,None,0,None,0,2,0,AS_NEW,https://www.immoweb.be/en/classified/apartment/for-sale/westerlo/2260/20358097
APARTMENT,2140,APARTMENT,1977,325000,New classified,3,125,1,1,1,0,B,1,6,0,None,0,3,0,JUST_RENOVATED,https://www.immoweb.be/en/classified/apartment/for-sale/borgerhout/2140/20358620
APARTMENT,2610,APARTMENT,None,325000,New classified,2,97,1,0,1,0,B,1,5,0,None,0,2,0,JUST_RENOVATED,https://www.immoweb.be/en/classified/apartment/for-sale/wilrijk/2610/20359315
APARTMENT,2910,DUPLEX,2011,329000,New classified,3,113,1,0,1,0,C,1,30,0,None,0,2,0,AS_NEW,https://www.immoweb.be/en/classified/duplex/for-sale/essen/2910/20357514
APARTMENT,2000,APARTMENT,1900,339000,New classified,2,104,1,0,1,0,C,1,11,0,None,0,2,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/20358601
HOUSE,1030,HOUSE,1889,549000,New classified,8,350,None,0,0,0,G,0,None,1,30,30,3,0,TO_BE_DONE_UP,https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/20357631
HOUSE,1210,HOUSE,1889,549000,New classified,8,350,None,0,0,0,G,0,None,1,30,30,3,0,TO_BE_DONE_UP,https://www.immoweb.be/en/classified/house/for-sale/saint-josse-ten-noode/1210/20357628
APARTMENT,2140,APARTMENT,1966,249000,New classified,2,85,1,0,1,0,B,1,3,0,None,0,None,0,JUST_RENOVATED,https://www.immoweb.be/en/classified/apartment/for-sale/borgerhout/2140/20350470
APARTMENT,2170,APARTMENT,1967,234000,New classified,2,107,1,0,1,0,B,1,None,0,None,0,3,0,AS_NEW,https://www.immoweb.be/en/classified/apartment/for-sale/merksem/2170/20356336
HOUSE,6830,HOUSE,1950,199000,New classified,5,200,1,0,2,0,B,0,None,0,None,72,2,0,TO_RENOVATE,https://www.immoweb.be/en/classified/house/for-sale/bouillon/6830/20361941
HOUSE,6800,HOUSE,1850,279000,New classified,3,150,1,0,1,0,E,1,40,1,500,610,4,0,TO_BE_DONE_UP,https://www.immoweb.be/en/classified/house/for-sale/libramont-chevigny/6800/20362762
HOUSE,7890,VILLA,None,349000,New classified,3,200,1,0,1,0,G,1,None,0,None,3090,4,0,TO_RENOVATE,https://www.immoweb.be/en/classified/villa/for-sale/ellezelles/7890/20363463
HOUSE,3840,VILLA,2003,675000,New classified,3,470,1,0,1,0,B,0,None,0,None,2680,4,0,GOOD,https://www.immoweb.be/en/classified/villa/for-sale/borgloon/3840/20365295
HOUSE,2811,HOUSE,1957,345000,New classified,3,203,1,0,1,0,E,1,None,0,None,1725,4,0,TO_RENOVATE,https://www.immoweb.be/en/classified/house/for-sale/leest/2811/20363013
HOUSE,2930,VILLA,1938,945000,New classified,3,240,0,0,2,0,D,1,None,0,None,1900,4,0,AS_NEW,https://www.immoweb.be/en/classified/villa/for-sale/brasschaat/2930/20365291
HOUSE,7540,BUNGALOW,1970,189000,New classified,2,96,1,0,1,0,G,0,None,0,None,1129,4,0,TO_RENOVATE,https://www.immoweb.be/en/classified/bungalow/for-sale/kain/7540/20365294
APARTMENT,9770,APARTMENT,2025,260000,New classified,1,73,1,0,1,0,A,1,16,1,22,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/kruisem/9770/20365289
APARTMENT,1200,GROUND_FLOOR,1980,570000,New classified,3,155,1,0,2,0,F,1,45,0,None,0,3,0,GOOD,https://www.immoweb.be/en/classified/ground-floor/for-sale/woluwe-saint-lambert/1200/20365288
HOUSE,3390,HOUSE,1953,199000,New classified,4,None,None,0,None,0,F,0,None,0,None,0,4,0,TO_RENOVATE,https://www.immoweb.be/en/classified/house/for-sale/tielt-winge/3390/20365286
APARTMENT,9770,APARTMENT,2025,425000,New classified,3,130,1,0,2,0,A,1,15,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/kruisem/9770/20365284
HOUSE,8420,HOUSE,2007,435000,New classified,3,150,1,0,1,0,D,0,None,0,None,295,None,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/de%20haan/8420/20365285
HOUSE,9240,HOUSE,1947,349000,New classified,3,147,None,0,1,0,F,0,None,0,None,1233,None,0,TO_RENOVATE,https://www.immoweb.be/en/classified/house/for-sale/zele/9240/20365283
APARTMENT,2600,GROUND_FLOOR,None,195000,New classified,1,73,1,0,1,0,C,1,15,1,71,0,2,0,TO_BE_DONE_UP,https://www.immoweb.be/en/classified/ground-floor/for-sale/berchem/2600/20365279
APARTMENT,9770,APARTMENT,2025,345000,New classified,2,96,1,0,1,0,A,1,22,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/kruisem/9770/20365276
APARTMENT,6850,APARTMENT,1850,99000,New classified,2,54,1,0,1,0,E,0,None,0,None,0,3,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/paliseul/6850/20365282
HOUSE,5060,HOUSE,1899,399000,New classified,5,248,1,0,2,0,D,1,50,1,750,902,4,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/sambreville%20arsimont/5060/20365275
HOUSE,3040,HOUSE,1874,295000,New classified,2,158,0,0,1,0,F,0,None,0,None,513,4,0,None,https://www.immoweb.be/en/classified/house/for-sale/ottenburg%20%28huldenberg%29/3040/20365272
HOUSE,3040,HOUSE,1970,439000,New classified,3,166,None,0,1,0,F,0,None,0,None,353,4,0,None,https://www.immoweb.be/en/classified/house/for-sale/huldenberg/3040/20365274
APARTMENT,3200,APARTMENT,None,235000,New classified,3,80,1,0,1,0,E,1,None,0,None,0,2,0,TO_RENOVATE,https://www.immoweb.be/en/classified/apartment/for-sale/aarschot/3200/20365273
HOUSE,1410,HOUSE,1971,1595000,New classified,6,420,1,0,3,0,D,1,60,1,3000,4509,4,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/waterloo/1410/20365268
HOUSE,9032,HOUSE,1933,349000,New classified,3,130,None,0,1,0,C,1,None,0,None,129,None,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/wondelgem/9032/20365269
HOUSE,4031,VILLA,None,489000,New classified,4,192,0,0,1,0,D,0,None,0,None,612,4,0,None,https://www.immoweb.be/en/classified/villa/for-sale/li%C3%A8ge/4031/20365266
APARTMENT,9770,APARTMENT,2025,299500,New classified,2,86,1,0,1,0,A,1,18,1,8,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/kruisem/9770/20365264
APARTMENT,9100,APARTMENT,2017,430000,New classified,2,113,None,0,1,0,A,1,17,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/sint-niklaas/9100/20365265
APARTMENT,8370,APARTMENT,1958,349000,New classified,3,99,None,0,1,0,B,1,None,0,None,0,2,0,None,https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20365262
HOUSE,8400,HOUSE,1949,235000,New classified,5,234,1,0,1,0,F,1,None,0,None,154,None,0,TO_RENOVATE,https://www.immoweb.be/en/classified/house/for-sale/oostende/8400/20365261
HOUSE,1332,HOUSE,2017,745000,New classified,3,185,1,0,2,0,B,1,50,1,758,758,4,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/genval/1332/20365260
APARTMENT,3300,APARTMENT,1988,179000,New Price,2,84,0,0,1,0,B,0,None,0,None,0,2,0,None,https://www.immoweb.be/en/classified/apartment/for-sale/tienen/3300/11422247
HOUSE,9402,HOUSE,1966,429000,New classified,3,167,1,0,1,0,D,1,15,0,None,1019,3,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/ninove%20meerbeke/9402/20365257
HOUSE,8770,HOUSE,None,225000,New classified,3,119,1,0,1,0,F,1,None,0,None,460,None,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/ingelmunster/8770/20365255
APARTMENT,2200,APARTMENT,2006,295000,New classified,2,None,None,0,1,0,B,1,None,0,None,0,None,0,JUST_RENOVATED,https://www.immoweb.be/en/classified/apartment/for-sale/herentals/2200/20365256
HOUSE,2960,HOUSE,1970,469000,New classified,3,153,1,0,1,1,D,1,None,0,None,1089,4,0,TO_RENOVATE,https://www.immoweb.be/en/classified/house/for-sale/brecht/2960/20363040
HOUSE,1760,HOUSE,2002,654000,New classified,4,225,1,0,1,0,B,1,40,1,1000,11201,None,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/roosdaal/1760/20362467
HOUSE,1160,HOUSE,1924,669000,New classified,2,140,1,0,2,0,C,1,20,1,100,178,2,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/auderghem/1160/20362475
HOUSE,8530,HOUSE,1948,229000,New classified,2,121,1,0,1,0,B,1,14,0,None,197,2,0,JUST_RENOVATED,https://www.immoweb.be/en/classified/house/for-sale/harelbeke/8530/20359973
HOUSE,1601,HOUSE,1955,450000,New classified,3,132,1,0,2,0,D,1,10,1,25,195,3,0,JUST_RENOVATED,https://www.immoweb.be/en/classified/house/for-sale/ruisbroek/1601/20360483
HOUSE,7860,HOUSE,None,295000,New classified,3,180,1,0,1,0,D,1,35,1,300,300,2,0,TO_BE_DONE_UP,https://www.immoweb.be/en/classified/house/for-sale/lessen/7860/20359352
HOUSE,9150,HOUSE,1979,495000,New classified,4,285,1,0,1,1,C,0,None,0,None,920,4,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/kruibeke/9150/20359105
HOUSE,2620,HOUSE,1918,595000,New classified,6,342,1,0,2,0,D,0,None,1,150,363,3,0,TO_BE_DONE_UP,https://www.immoweb.be/en/classified/house/for-sale/hemiksem/2620/20358126
APARTMENT,6700,APARTMENT,2007,180000,New classified,1,55,1,0,1,0,B,0,None,0,None,0,2,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/aarlen/6700/20361334
APARTMENT,4000,APARTMENT,1970,99000,New classified,1,66,1,0,1,0,B,0,None,0,None,0,2,0,TO_RENOVATE,https://www.immoweb.be/en/classified/apartment/for-sale/liege/4000/20347700
APARTMENT,6700,APARTMENT,2007,195000,New classified,1,60,1,0,1,0,B,0,None,0,None,0,2,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/aarlen/6700/20361332
APARTMENT,1180,APARTMENT,1977,380000,New classified,2,108,1,0,2,0,D,1,107,0,None,0,2,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20350347
HOUSE,8300,HOUSE,1936,3500000,New classified,3,127,1,0,1,0,F,1,None,0,None,924,4,0,TO_RENOVATE,https://www.immoweb.be/en/classified/house/for-sale/knokke-heist/8300/20361112
APARTMENT,1080,FLAT_STUDIO,1970,115000,New classified,0,40,1,0,1,0,B,1,10,0,None,0,2,0,TO_RENOVATE,https://www.immoweb.be/en/classified/flat-studio/for-sale/molenbeek-saint-jean/1080/20357871
APARTMENT,1040,APARTMENT,1933,195000,New classified,1,50,1,0,1,0,E,0,None,0,None,0,2,0,TO_RENOVATE,https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/20358789
APARTMENT,1180,APARTMENT,1966,260000,New classified,1,75,1,0,1,0,C,0,None,0,None,0,2,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20359703
APARTMENT,1190,APARTMENT,1966,260000,New classified,1,75,1,0,1,0,C,0,None,0,None,0,2,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/20359707
APARTMENT,2960,GROUND_FLOOR,1989,289000,New classified,2,109,0,0,1,0,B,0,None,0,None,0,2,0,GOOD,https://www.immoweb.be/en/classified/ground-floor/for-sale/brecht/2960/20360917
APARTMENT,9000,PENTHOUSE,1968,595000,New classified,2,103,1,0,1,0,C,1,100,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/penthouse/for-sale/gent/9000/20358489
APARTMENT,8300,APARTMENT,1996,799000,New classified,2,85,1,1,1,0,B,1,None,0,None,0,2,0,JUST_RENOVATED,https://www.immoweb.be/en/classified/apartment/for-sale/knokke-zoute/8300/20358515
HOUSE,4680,HOUSE,1918,179000,New classified,2,89,1,0,1,0,C,0,None,1,300,448,3,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/hermee/4680/20350047
HOUSE,1180,VILLA,1900,2450000,New classified,5,450,1,0,4,0,G,1,120,1,1600,2096,4,1,AS_NEW,https://www.immoweb.be/en/classified/villa/for-sale/uccle/1180/20349862
APARTMENT,2300,APARTMENT,2006,339000,New classified,3,114,1,0,1,0,B,1,4,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/turnhout/2300/20349337
APARTMENT,2000,APARTMENT,2017,549000,New classified,2,129,1,0,1,0,A,1,10,1,1400,0,None,0,AS_NEW,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen-2000/2000/20344604
APARTMENT,4040,APARTMENT,1968,149000,New classified,3,89,1,0,1,0,B,1,6,0,None,0,2,0,TO_BE_DONE_UP,https://www.immoweb.be/en/classified/apartment/for-sale/herstal/4040/20365254
HOUSE,8570,HOUSE,1957,169000,New classified,3,130,None,0,1,0,F,0,None,0,None,711,4,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/anzegem/8570/20362771
HOUSE,9660,HOUSE,1971,239000,New classified,3,139,0,0,1,0,F,1,None,0,None,598,2,0,None,https://www.immoweb.be/en/classified/house/for-sale/brakel/9660/20364896
HOUSE,9600,HOUSE,1915,185000,New classified,2,136,1,0,1,0,D,1,30,0,None,140,2,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/20364797
APARTMENT,2200,APARTMENT,2006,295000,New classified,2,None,None,0,1,0,B,1,None,0,None,0,None,0,JUST_RENOVATED,https://www.immoweb.be/en/classified/apartment/for-sale/herentals/2200/20365256
APARTMENT,1160,APARTMENT,1956,215000,New classified,1,51,1,0,1,0,G,1,2,0,None,0,2,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/auderghem/1160/20364456
HOUSE,8770,HOUSE,None,225000,New classified,3,119,1,0,1,0,F,1,None,0,None,460,None,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/ingelmunster/8770/20365255
HOUSE,2520,HOUSE,None,329000,None,3,98,0,0,1,0,C,0,None,0,None,360,None,0,JUST_RENOVATED,https://www.immoweb.be/en/classified/house/for-sale/emblem/2520/20170676
APARTMENT,9041,APARTMENT,2011,255000,New classified,1,None,1,0,1,0,A,1,None,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/oostakker/9041/20365253
HOUSE,9971,HOUSE,None,485717,New classified,3,None,None,0,1,0,None,0,None,0,None,384,None,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/lembeke/9971/20365251
APARTMENT,3700,APARTMENT,2006,260000,New classified,2,151,1,0,1,0,B,1,15,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/tongeren/3700/20365252
APARTMENT,1400,APARTMENT,None,200000,New classified,2,82,1,0,1,0,C,1,None,0,None,0,2,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/nivelles/1400/20365250
APARTMENT,5000,APARTMENT,None,109000,New classified,1,45,1,0,1,0,C,0,None,0,None,0,2,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/20365249
HOUSE,5000,TOWN_HOUSE,2009,360000,New classified,4,160,1,0,2,0,C,1,10,1,200,232,2,0,GOOD,https://www.immoweb.be/en/classified/town-house/for-sale/namur/5000/20365248
APARTMENT,1200,APARTMENT,1958,285000,New classified,2,80,1,0,1,0,G,0,None,0,None,0,3,0,TO_BE_DONE_UP,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/20365247
APARTMENT,1090,APARTMENT,1977,349000,New classified,4,146,1,0,2,0,D,1,12,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/jette/1090/20365246
HOUSE,9971,HOUSE,None,483114,New classified,3,None,None,0,0,0,None,0,None,0,None,384,None,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/lembeke/9971/20365242
APARTMENT,4040,APARTMENT,1968,149000,New classified,3,89,1,0,1,0,B,1,6,0,None,0,2,0,TO_BE_DONE_UP,https://www.immoweb.be/en/classified/apartment/for-sale/herstal/4040/20365254
HOUSE,5030,HOUSE,None,179000,New classified,4,87,1,0,0,0,D,0,None,0,None,50,2,0,None,https://www.immoweb.be/en/classified/house/for-sale/gembloux/5030/20365241
HOUSE,9190,HOUSE,1971,525000,New classified,4,315,None,0,0,0,B,0,None,0,None,945,None,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/stekene/9190/20365245
HOUSE,8790,VILLA,None,400000,New classified,3,186,None,0,0,0,D,0,None,0,None,314,None,0,GOOD,https://www.immoweb.be/en/classified/villa/for-sale/waregem/8790/20365236
HOUSE,3020,HOUSE,2019,799000,New classified,5,243,1,0,2,0,A,1,None,0,None,1540,3,1,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/herent/3020/20365235
HOUSE,7730,HOUSE,None,329000,New classified,4,190,1,0,1,0,E,1,None,1,900,1730,4,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/estaimbourg/7730/20365234
APARTMENT,9770,APARTMENT,2025,335000,New classified,2,87,1,0,1,0,A,1,8,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/kruisem/9770/20365232
HOUSE,7500,HOUSE,1931,430000,New classified,7,414,1,0,3,0,F,1,80,1,1762,1901,3,0,TO_RENOVATE,https://www.immoweb.be/en/classified/house/for-sale/tournai/7500/20365230
HOUSE,8560,VILLA,2012,985000,New classified,4,260,1,0,2,0,A,1,None,1,1950,1996,4,1,AS_NEW,https://www.immoweb.be/en/classified/villa/for-sale/wevelgem%20moorsele/8560/20365229
HOUSE,7321,HOUSE,None,269000,New classified,3,120,1,0,1,0,D,1,125,1,442,880,4,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/bernissart/7321/20365228
APARTMENT,2640,APARTMENT,2005,399000,New classified,2,114,0,0,1,0,A,1,12,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/mortsel/2640/20365231
APARTMENT,9770,APARTMENT,2025,355000,New classified,2,95,1,0,1,0,A,1,21,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/kruisem/9770/20365225
APARTMENT,1050,APARTMENT,2024,550000,New classified,2,91,1,0,1,0,A,1,5,0,None,0,2,0,AS_NEW,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20365226
APARTMENT,3740,APARTMENT,1998,467500,New classified,3,170,1,0,2,0,B,1,5,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/bilzen/3740/20365223
HOUSE,8930,VILLA,None,630000,New classified,5,339,None,0,0,0,C,0,None,0,None,1919,None,0,None,https://www.immoweb.be/en/classified/villa/for-sale/menen/8930/20365222
APARTMENT,1200,PENTHOUSE,1973,1300000,New classified,5,250,1,0,3,0,G,1,200,0,None,0,3,0,TO_RENOVATE,https://www.immoweb.be/en/classified/penthouse/for-sale/woluwe-saint-lambert/1200/20365221
APARTMENT,2060,APARTMENT,2024,299500,New Price,3,102,1,0,2,0,A,1,6,0,None,0,2,0,AS_NEW,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2060/11410758
APARTMENT,2060,APARTMENT,2024,299500,New Price,2,101,1,0,1,0,A,1,6,0,None,0,2,0,AS_NEW,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2060/11410757
HOUSE,4000,HOUSE,1934,265000,New classified,4,207,1,0,3,0,C,1,5,1,100,192,2,0,TO_RENOVATE,https://www.immoweb.be/en/classified/house/for-sale/liege/4000/20365187
HOUSE,4683,HOUSE,None,280000,New classified,3,113,1,0,1,0,D,1,6,1,442,591,3,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/oupeye/4683/20365606
APARTMENT,1950,APARTMENT,1973,310000,New classified,2,70,1,0,1,0,E,1,3,0,None,0,2,0,TO_BE_DONE_UP,https://www.immoweb.be/en/classified/apartment/for-sale/kraainem/1950/20365494
